index,user_id,sequence_item_ids,sequence_ratings,sequence_timestamps
11537,11537,"1719,589,1287,1851,878,3930,4720,139,3534,2499,4322","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1461369600,1461369600,1461369600,1461369600,1475625600,1475625600,1475625600,1475712000,1475712000,1478908800,1478908800"
959,959,"505,3930,3944,4163,452,3208,419,1442,1537","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1486598400,1486598400,1486598400,1486598400,1486598400,1486598400,1486598400,1486598400,1486598400"
12563,12563,"1215,2184,416,3832,4702,1085,339,682,769,3452,4850","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1438214400,1438992000,1440979200,1469923200,1469923200,1469923200,1469923200,1525219200,1525219200,1525219200,1525219200"
4316,4316,"2678,2654,981,2603,2924,4576,3066,4595,3208,4601,4599,1723,4387","5.0,3.0,5.0,1.0,5.0,2.0,2.0,5.0,1.0,1.0,5.0,1.0,3.0","1510790400,1510876800,1510876800,1510876800,1512259200,1512259200,1512259200,1512259200,1512259200,1512259200,1512259200,1515024000,1515024000"
2708,2708,"3877,3878,3881,3873,3875,3872","3.0,3.0,3.0,3.0,3.0,3.0","1475452800,1475452800,1475452800,1475452800,1475452800,1475452800"
9668,9668,"2710,1483,1032,537,1747,893,3513,1034","5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0","1442534400,1442534400,1446940800,1465171200,1468540800,1468540800,1468540800,1480636800"
1964,1964,"2390,2389,2264,1294,3513,17,1155,1154","3.0,3.0,2.0,1.0,3.0,5.0,4.0,5.0","1503100800,1503100800,1508025600,1508025600,1508025600,1508025600,1508198400,1508198400"
11923,11923,"4327,1204,1205,1851,591,1462,463,2874","5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0","1468108800,1470700800,1470700800,1470700800,1470700800,1470700800,1470700800,1470700800"
6122,6122,"1417,467,3010,470,1172","5.0,3.0,1.0,2.0,5.0","1465257600,1465257600,1465257600,1465257600,1465257600"
1224,1224,"822,3655,3884,717,1381,4368,4526","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1500422400,1500422400,1515024000,1515024000,1515024000,1515024000,1518566400"
5399,5399,"1372,2301,3121,4545,2570","5.0,5.0,5.0,5.0,5.0","1430697600,1439510400,1475452800,1475452800,1475452800"
8822,8822,"317,2319,1143,4101,156","5.0,4.0,1.0,4.0,5.0","1392940800,1439510400,1460505600,1465862400,1473120000"
5665,5665,"1286,265,1411,1268,384","5.0,5.0,5.0,5.0,5.0","1439769600,1439769600,1439769600,1439769600,1439769600"
12650,12650,"3204,875,1092,2535,4669,1301,712","3.0,5.0,2.0,5.0,5.0,2.0,4.0","1451606400,1451606400,1476921600,1479427200,1479427200,1479427200,1479427200"
12972,12972,"421,4235,1269,4486,1339","5.0,4.0,5.0,5.0,5.0","1506729600,1506729600,1515369600,1515369600,1515369600"
9419,9419,"383,98,3706,479,478","5.0,5.0,4.0,5.0,5.0","1516060800,1516060800,1516060800,1516060800,1516060800"
11229,11229,"2697,3600,3482,3602,1067,1727","5.0,5.0,5.0,5.0,5.0,5.0","1473984000,1473984000,1478736000,1478736000,1482105600,1482105600"
12394,12394,"3413,623,1289,104,1821,221,1749","5.0,4.0,5.0,4.0,4.0,4.0,4.0","1473379200,1485129600,1518998400,1518998400,1518998400,1518998400,1524787200"
8100,8100,"3494,4788,1414,1200,4823,3713,1189","4.0,5.0,5.0,4.0,4.0,4.0,5.0","1485561600,1485561600,1485561600,1499299200,1499299200,1499299200,1503878400"
7282,7282,"2547,398,396,866,1207,680,1100","4.0,5.0,5.0,5.0,5.0,5.0,4.0","1445212800,1445212800,1445212800,1445212800,1445212800,1481414400,1481414400"
7313,7313,"4534,4050,4235,1798,2938,4554,4633,4632,4634,4591,1838,2836,1839,1837,13,39,2961,4844,3498,4538","4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0","1470441600,1470960000,1470960000,1470960000,1470960000,1471910400,1475020800,1475107200,1479513600,1486425600,1489363200,1489363200,1489363200,1489363200,1496188800,1497830400,1506470400,1507161600,1507939200,1508112000"
1671,1671,"1610,1469,1816,952,841,2807","5.0,4.0,3.0,5.0,1.0,2.0","1473379200,1473379200,1473379200,1473379200,1473379200,1473379200"
9525,9525,"2381,1474,223,3069,3792","1.0,3.0,5.0,1.0,5.0","1484265600,1484265600,1484265600,1484265600,1484265600"
9717,9717,"3185,3184,3180,3182,3177,3181,3178,721,1870","5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0","1496880000,1496880000,1496880000,1499731200,1499731200,1499731200,1506556800,1518739200,1518739200"
3365,3365,"652,881,266,2564,882,1802,1741,854,2567,844,536,1915,1077,1009","5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0","1459382400,1459382400,1459382400,1459382400,1459382400,1459382400,1459382400,1462924800,1462924800,1462924800,1462924800,1469318400,1469318400,1469577600"
12599,12599,"2776,2995,370,2623,374,3516,597,4688,2937,1831","5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0","1466640000,1466640000,1466640000,1466640000,1466640000,1466640000,1466640000,1532908800,1532908800,1532908800"
2187,2187,"3729,438,312,1268,2424","4.0,5.0,5.0,3.0,5.0","1519776000,1520640000,1520640000,1520640000,1520640000"
7998,7998,"1656,406,403,1642,544","5.0,5.0,5.0,5.0,5.0","1455926400,1455926400,1455926400,1455926400,1455926400"
10707,10707,"4011,3389,3224,3639,2535,2765","5.0,5.0,5.0,5.0,5.0,5.0","1482019200,1482019200,1482019200,1482019200,1482019200,1482019200"
4089,4089,"2078,2155,986,2210,2318,1128,1420,1466,2582,1382,21,109,1444,2158,3044,1085,2077,1334,3279,2372,3063,622,1352,3326","5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0","1452038400,1452038400,1452038400,1452038400,1452038400,1452038400,1452038400,1452038400,1452038400,1452038400,1452038400,1452038400,1452038400,1452038400,1452038400,1452038400,1452038400,1452038400,1452038400,1452038400,1452038400,1452038400,1452038400,1501027200"
12811,12811,"136,3,479,3889,1792,3281,3956,2052,531,4440,3897,1111,1396,3974,3558,1269,1298,1143,150,2425,46,2593","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1475452800,1488758400,1488758400,1488758400,1488758400,1488758400,1488758400,1488758400,1488758400,1488758400,1488758400,1488758400,1488758400,1488758400,1488758400,1488758400,1488758400,1488758400,1488758400,1488758400,1488758400,1488758400"
2777,2777,"2121,2794,4126,1976,1837,699,504,1208,1117,1870,2872,2929,2874","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1475193600,1475193600,1475193600,1475193600,1481587200,1481587200,1481587200,1481587200,1481587200,1481587200,1481587200,1481587200,1481587200"
11513,11513,"1210,950,502,3674,4390,3544,445","5.0,5.0,3.0,5.0,4.0,4.0,4.0","1444435200,1489622400,1489622400,1489622400,1489622400,1489622400,1506384000"
1384,1384,"1029,229,949,2395,2947","5.0,4.0,5.0,5.0,5.0","1434499200,1443052800,1443052800,1467158400,1470614400"
2184,2184,"1510,3910,4092,223,1211,3607,4668,4604,4094,3317","5.0,5.0,4.0,2.0,5.0,5.0,4.0,5.0,3.0,3.0","1469491200,1469491200,1469491200,1469491200,1470787200,1482019200,1482019200,1482019200,1482019200,1493424000"
6183,6183,"2847,3106,2132,2947,2530","5.0,5.0,5.0,5.0,2.0","1445990400,1447804800,1449446400,1475539200,1485734400"
1482,1482,"3449,1203,669,3099,145","5.0,5.0,5.0,4.0,5.0","1445904000,1445904000,1445904000,1445904000,1446249600"
6299,6299,"291,4235,4607,3838,3415,3766,4189,1486,3768,3330,4449,3496,1222,3476,4481,149,2071,652,2695,1772","5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0","1507593600,1507593600,1507593600,1507593600,1507593600,1508112000,1508112000,1508112000,1508112000,1508112000,1508112000,1513123200,1517443200,1517443200,1520899200,1520899200,1520899200,1520899200,1520899200,1520899200"
2495,2495,"2458,4499,4401,4366,4498,4501,3739,4546,3804,76,1474,3801,4399,4403,4495,4500","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0","1521676800,1521676800,1521676800,1521676800,1521676800,1521676800,1521676800,1521676800,1521676800,1521676800,1521676800,1521676800,1521676800,1521676800,1521676800,1521676800"
900,900,"183,1830,2424,3142,721,1431,650,2902,2337,1967,3062,1969","4.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1457308800,1460505600,1460505600,1460505600,1463443200,1463443200,1463443200,1463443200,1463443200,1463443200,1465084800,1465084800"
10726,10726,"48,109,1208,901,365","5.0,3.0,5.0,5.0,1.0","1414368000,1414368000,1425427200,1425427200,1425945600"
8489,8489,"506,2772,943,2973,308,3015","5.0,5.0,5.0,5.0,5.0,5.0","1454544000,1454544000,1454544000,1454544000,1454544000,1454544000"
1910,1910,"1215,1095,1128,1004,1009","3.0,4.0,5.0,3.0,5.0","1428278400,1428278400,1428278400,1428278400,1431302400"
1744,1744,"1,27,453,137,64,167,9,601,619,394","5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0","1413763200,1413763200,1413763200,1413763200,1413763200,1416355200,1416355200,1417824000,1449187200,1454284800"
5956,5956,"2987,2978,3302,3300,1768,2370,508,3236,2988,4639,1860,2596,2985,2265,539,1936,456,145,1851,1996,1203,2982,4334,3908,3709,2702","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0","1468800000,1468800000,1468800000,1468800000,1468800000,1468800000,1468800000,1468800000,1468800000,1468800000,1468800000,1469232000,1469232000,1469664000,1469664000,1470441600,1470441600,1470441600,1470441600,1472342400,1472342400,1472342400,1472342400,1472342400,1472342400,1472342400"
2763,2763,"3464,3857,2930,4738,3933,1948,1126,3479,3791","2.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0","1474070400,1474070400,1474070400,1492732800,1492732800,1492732800,1492732800,1492732800,1492732800"
2088,2088,"247,65,350,491,387,307,327,597,146,22,409,248,30,3,395,109,540,386,390,133,383,275,898,497,730,313,1291,1307,1112,1166,1305,2456","4.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,2.0,5.0,3.0,5.0,4.0,5.0,1.0,5.0,5.0,4.0,1.0","1405468800,1405468800,1405468800,1405468800,1414108800,1414108800,1414108800,1414108800,1414108800,1414108800,1414108800,1414108800,1414108800,1414108800,1414108800,1414108800,1414108800,1414108800,1414108800,1414108800,1414108800,1414108800,1414108800,1414108800,1414108800,1414108800,1431561600,1431561600,1431561600,1431561600,1431561600,1435190400"
8290,8290,"1803,992,2880,1448,3302","5.0,4.0,4.0,5.0,5.0","1476230400,1479081600,1479859200,1489881600,1489881600"
6851,6851,"947,2709,2318,576,404","5.0,5.0,5.0,5.0,5.0","1458604800,1458604800,1458604800,1458604800,1458604800"
9880,9880,"1204,99,412,1936,2874","3.0,4.0,5.0,5.0,3.0","1443484800,1443484800,1443484800,1443484800,1443484800"
11433,11433,"2938,1153,1115,4440,4401,1067,1269,885","5.0,1.0,4.0,4.0,5.0,4.0,5.0,5.0","1502668800,1504396800,1504656000,1509062400,1509062400,1515715200,1529798400,1530057600"
171,171,"2702,544,1856,3117,1642,4417,4276,1431,910,3493,2395,3998,670,911","5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1464566400,1464566400,1464566400,1464566400,1473206400,1473206400,1473206400,1473206400,1473206400,1473206400,1473206400,1473206400,1473206400,1490400000"
7692,7692,"513,417,501,411,943,183","5.0,5.0,5.0,5.0,5.0,5.0","1438819200,1438819200,1438819200,1438819200,1438819200,1438819200"
6866,6866,"3852,4264,3897,1291,2214,3291,2426,2432","2.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0","1474070400,1474070400,1474070400,1474070400,1474070400,1474070400,1503705600,1503705600"
3898,3898,"848,1384,297,2175,695,183,696,479,1831,1118,697,729,249,1976,1862","5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0","1438128000,1438128000,1438128000,1438128000,1438128000,1438128000,1438128000,1438128000,1438128000,1438128000,1438128000,1438128000,1438128000,1438128000,1438128000"
3738,3738,"3891,204,3894,2367,3974,3182,2118,3544,1984,210,4498,4626,3180,3565","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1472947200,1472947200,1472947200,1472947200,1473292800,1473292800,1473292800,1473292800,1473292800,1473292800,1473292800,1473292800,1473292800,1473292800"
2510,2510,"4319,457,2686,2275,440","5.0,5.0,5.0,5.0,5.0","1476835200,1478217600,1478217600,1478217600,1479686400"
2799,2799,"2699,302,1359,2647,952,1384,160,3250,2627,589,2020,2613","5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1455148800,1455321600,1455321600,1455321600,1455321600,1455321600,1455926400,1455926400,1456704000,1532476800,1532476800,1532476800"
8185,8185,"1870,1233,138,2564,39,4432,1977,149","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1471046400,1471046400,1471046400,1471046400,1471046400,1471046400,1471132800,1472688000"
11799,11799,"153,1831,2344,1835,2826,3598,4398,1945,2601,2561,3865,1857,2603,4047,4419,1592,4108,3010,38,36,4556,4560,298,3961,2113,2112,3954,3741,39,4500","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0","1455840000,1455840000,1455840000,1455840000,1466380800,1466380800,1466380800,1466380800,1466380800,1483833600,1483833600,1483833600,1483833600,1492992000,1492992000,1492992000,1500768000,1500768000,1500768000,1500768000,1505260800,1505260800,1505260800,1510704000,1510704000,1510704000,1510704000,1510704000,1510704000,1516924800"
8468,8468,"4365,2115,3787,4017,4023","4.0,5.0,3.0,5.0,5.0","1470787200,1470787200,1470787200,1470787200,1470787200"
6116,6116,"2281,160,326,2281,2281,2281,4002,13","5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0","1156982400,1186272000,1191801600,1195862400,1196812800,1212710400,1255132800,1292803200"
6716,6716,"2418,1927,552,1115,1842,1463","5.0,5.0,5.0,1.0,4.0,4.0","1447027200,1447027200,1447027200,1447027200,1447027200,1447027200"
3824,3824,"1353,4163,1778,581,1215,303,1269,4487","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1493424000,1493424000,1496275200,1496448000,1496448000,1496448000,1527033600,1535328000"
4967,4967,"3615,196,683,3106,115","5.0,5.0,5.0,5.0,5.0","1510963200,1515542400,1515542400,1515542400,1515542400"
11756,11756,"1929,1453,1811,880,1137,2793,2258,484,4638,4436,1369,3694,4887,4849","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1455408000,1455408000,1455408000,1455408000,1459123200,1460505600,1462492800,1463356800,1475280000,1482796800,1499299200,1499904000,1499904000,1517961600"
1907,1907,"528,394,3405,922,4276,327","5.0,5.0,5.0,5.0,5.0,5.0","1406419200,1464739200,1468800000,1468800000,1468800000,1471737600"
6207,6207,"3971,161,3637,8,354,443,1375","5.0,4.0,5.0,5.0,5.0,5.0,5.0","1476662400,1476662400,1476662400,1498521600,1498521600,1498521600,1501977600"
13068,13068,"2354,19,1474,150,644,1486,3636,3018,2","3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1466899200,1466899200,1466899200,1466899200,1466899200,1483920000,1483920000,1486425600,1488067200"
7094,7094,"3551,874,4343,1174,680,640,3766,591","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1467849600,1467849600,1467849600,1467849600,1467849600,1467849600,1467849600,1467849600"
10930,10930,"144,249,1606,1775,1301","5.0,5.0,5.0,5.0,5.0","1412553600,1412553600,1434153600,1435276800,1435276800"
11536,11536,"2704,2702,1391,2424,1406,370,1719,4692,2654,2024,508","5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0","1482796800,1482796800,1482796800,1482796800,1482796800,1482796800,1491350400,1491350400,1491350400,1491350400,1491350400"
2357,2357,"4617,4104,413,370,1397,1387","5.0,5.0,3.0,3.0,3.0,4.0","1490659200,1493251200,1493251200,1493251200,1525910400,1525910400"
3974,3974,"1890,1437,1660,3884,1544,986,1541,1440","5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0","1453420800,1453420800,1453420800,1453420800,1453420800,1453420800,1453420800,1453420800"
10723,10723,"2485,348,1408,495,406,986,3022,1794","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1459296000,1459296000,1459296000,1459296000,1459296000,1459296000,1459296000,1459296000"
3913,3913,"2987,506,2984,893,2214,3900,4136,3906,3746","5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0","1470182400,1470182400,1470182400,1470182400,1470182400,1470182400,1470182400,1470182400,1470182400"
3311,3311,"4360,4256,1555,3742,1153,1553","3.0,5.0,5.0,5.0,5.0,1.0","1478217600,1478217600,1478217600,1478217600,1478217600,1478217600"
7596,7596,"846,1226,205,231,215,24","4.0,5.0,4.0,3.0,4.0,4.0","1422921600,1427846400,1427846400,1430092800,1448928000,1481414400"
4498,4498,"1123,278,1050,1088,1909,331,160,183,1944,3022,1859,3819,78","5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0","1438214400,1438214400,1484438400,1484438400,1484870400,1492300800,1492300800,1492300800,1501113600,1501113600,1501113600,1501113600,1525132800"
1586,1586,"2369,1114,2150,1117,2489","5.0,4.0,5.0,5.0,5.0","1474070400,1474070400,1474070400,1474070400,1474070400"
10518,10518,"4336,4425,445,1463,3551,397,2874,3493,331,4235","4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1499817600,1499904000,1499904000,1499904000,1499904000,1499904000,1499904000,1499904000,1499904000,1499904000"
12376,12376,"277,87,81,464,84,527,526","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1408924800,1408924800,1408924800,1412035200,1412035200,1421193600,1421193600"
7760,7760,"2677,4165,4730,968,4373,3329","5.0,5.0,5.0,5.0,5.0,5.0","1507334400,1508803200,1508803200,1508803200,1508803200,1508803200"
10416,10416,"493,170,40,30,118,73,150,333,167,490,36,550,35,338,43,131","3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0","1408233600,1408233600,1408233600,1408233600,1408233600,1408233600,1408233600,1408233600,1408233600,1408233600,1408233600,1408233600,1408233600,1408233600,1408233600,1408233600"
9630,9630,"687,3480,874,1289,575,327,4279,1216","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1482624000,1482624000,1482624000,1482624000,1482624000,1491523200,1491523200,1491523200"
7560,7560,"4334,4321,2984,4498,1998,3885,2978,4511","5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0","1482364800,1482364800,1482364800,1482364800,1482364800,1482364800,1482364800,1482364800"
9697,9697,"277,948,2237,3235,1634,3982,1368,2613,3740","5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0","1386806400,1463011200,1466380800,1467158400,1468281600,1468281600,1468281600,1473292800,1478131200"
3411,3411,"3427,3881,4396,3877,4654","5.0,1.0,5.0,5.0,5.0","1471478400,1487980800,1489622400,1489622400,1489622400"
10581,10581,"3282,2054,3390,3928,2428","5.0,1.0,5.0,1.0,5.0","1491696000,1492128000,1492128000,1492128000,1492128000"
2808,2808,"1990,992,676,149,1970,1198,450,410,1944","5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0","1441238400,1441843200,1441929600,1441929600,1442620800,1442793600,1442793600,1442793600,1442793600"
12036,12036,"3785,4236,3551,3022,1397,544,1396,94,1394","5.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0","1453420800,1515369600,1515369600,1515369600,1520208000,1520208000,1520208000,1524441600,1524441600"
4652,4652,"796,780,89,1192,2304,1340,2678,4163,927,2086","4.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0","1416096000,1431648000,1445040000,1481760000,1481760000,1481760000,1481760000,1482624000,1521331200,1521331200"
3197,3197,"283,403,4041,2874,1122,3484,3246,1531,1421,1867,505,4051,2118","4.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0","1436227200,1453334400,1454457600,1454457600,1454457600,1455235200,1455235200,1455235200,1456012800,1456012800,1457740800,1457740800,1457740800"
3694,3694,"2929,3249,1746,872,1731,2255","5.0,4.0,4.0,5.0,5.0,5.0","1475884800,1475884800,1475884800,1475884800,1475884800,1475884800"
3801,3801,"1296,515,3597,3300,1357,593,2070,3808","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1447632000,1468454400,1468454400,1468454400,1468454400,1468454400,1468454400,1470873600"
4887,4887,"1404,966,694,950,3549,589,3247,61,322,3526,1003,160,2658,2198,1787","5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0","1456531200,1456531200,1456531200,1456531200,1456531200,1456531200,1456531200,1456531200,1456531200,1456790400,1459296000,1474416000,1474416000,1474416000,1474416000"
12902,12902,"4613,4217,4711,4609,4841,4883,1750","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1481155200,1481846400,1504569600,1519257600,1521849600,1521849600,1521849600"
11096,11096,"1402,1644,1292,1603,293,1262,1484,1034,959,137,417,170,2053,490,47,1039,1374,231,2319,2051,2093,2983,3116,1306,3193,731,2544,1311,1309,1295,1305,3204,3885,4333,2181,2153,2046,1640,4760,2978,3,3709,947,540,505,1775,3022,1955,404,3897,2017,2018,2016,986,2418,1033,1852,2980,2019,2991,4756,4759,2727","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1429574400,1429574400,1429574400,1429574400,1434067200,1434067200,1434067200,1434067200,1434067200,1435708800,1435708800,1435708800,1435708800,1435708800,1435708800,1435708800,1435708800,1436227200,1439856000,1439856000,1439856000,1451865600,1461715200,1461715200,1461715200,1461715200,1461715200,1461715200,1461715200,1461715200,1461715200,1466467200,1466467200,1470528000,1470528000,1490659200,1490659200,1490659200,1490659200,1490659200,1490659200,1490659200,1490659200,1490659200,1490659200,1490659200,1490659200,1490659200,1490659200,1490659200,1490659200,1490659200,1490659200,1490659200,1490659200,1490659200,1490659200,1490659200,1490659200,1490659200,1521331200,1521331200,1521331200"
3532,3532,"1268,1406,2319,2574,1507","5.0,5.0,4.0,5.0,5.0","1522800000,1522800000,1522800000,1522800000,1522800000"
8648,8648,"1487,2505,14,2390,390,1213,949,947,402,870,1109,952,494,680,359,622,38,578,355,986,2253,1845,383,36,690,1089,1174,19,1620,31,2249,2848,2547,33","5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0","1452556800,1452556800,1452556800,1452556800,1452556800,1452556800,1452816000,1452816000,1452816000,1452816000,1452816000,1452816000,1452816000,1452816000,1452816000,1452816000,1452816000,1452816000,1452816000,1452816000,1452816000,1452816000,1452816000,1452816000,1452816000,1452816000,1456876800,1456876800,1456876800,1456876800,1456876800,1456876800,1456876800,1456876800"
11908,11908,"456,1955,1957,1867,1866","5.0,5.0,5.0,5.0,4.0","1462147200,1462147200,1462147200,1462147200,1462147200"
5575,5575,"2381,1066,1289,3071,1854,160","3.0,2.0,5.0,5.0,5.0,5.0","1460592000,1460592000,1460592000,1460592000,1460592000,1460592000"
6187,6187,"645,425,2382,1363,1700","4.0,4.0,5.0,4.0,5.0","1493078400,1493078400,1493078400,1493078400,1493078400"
5628,5628,"1150,964,1175,2162,18,1406,1286,3604","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1518566400,1518566400,1518566400,1518566400,1518566400,1518566400,1521158400,1521158400"
5101,5101,"303,1375,1736,1601,2273","5.0,5.0,5.0,5.0,5.0","1434931200,1434931200,1434931200,1434931200,1472515200"
1267,1267,"1344,1731,870,3587,4254,3675,4380,4098,3739,1364,1003,2047,4679,312,4677","5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0","1516665600,1516665600,1516665600,1516665600,1516665600,1516665600,1516665600,1516665600,1516665600,1516665600,1516665600,1516665600,1516665600,1516665600,1516665600"
12795,12795,"1042,285,139,1128,2237,1976,530,233,975,86,467,523,4163,3022,945,199","5.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0","1417564800,1417564800,1417564800,1433289600,1433289600,1433289600,1433289600,1433289600,1433289600,1433289600,1444262400,1444348800,1502236800,1502236800,1502236800,1502236800"
9133,9133,"2052,1831,109,2996,2456,1993,2453,1511,1512,46,591,2458","3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0","1446940800,1446940800,1446940800,1446940800,1448236800,1448236800,1448236800,1466899200,1466899200,1467504000,1467504000,1467504000"
10917,10917,"373,317,493,274,478,66,908,18,51,31,477,506,248","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1420243200,1441238400,1441238400,1441238400,1441238400,1441238400,1441238400,1441238400,1441238400,1441238400,1441238400,1441238400,1441238400"
9648,9648,"1449,873,1690,1671,3706","5.0,5.0,5.0,5.0,5.0","1431388800,1431388800,1433462400,1433462400,1521504000"
10300,10300,"4741,220,36,593,3514","1.0,5.0,5.0,5.0,5.0","1485388800,1485388800,1519603200,1519603200,1521244800"
6700,6700,"1708,2512,4069,942,1261","5.0,3.0,5.0,4.0,5.0","1487462400,1487462400,1489708800,1489708800,1489708800"
4249,4249,"2271,2883,1320,2563,2518,642,2668,4391,2964,4836,820","4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0","1395360000,1448323200,1454889600,1479168000,1481414400,1481414400,1481414400,1496534400,1516147200,1518048000,1532736000"
