index,user_id,sequence_item_ids,sequence_ratings,sequence_timestamps
3488,3488,"1517,2397,2862,3490,3919,3644,186,4130,4108","5.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0","1359936000,1373673600,1404000000,1444780800,1448409600,1457481600,1457481600,1461024000,1471219200"
4868,4868,"4085,3524,3218,3360,3895,3980,3315","5.0,5.0,5.0,1.0,5.0,1.0,1.0","1521936000,1521936000,1521936000,1522800000,1522800000,1522800000,1524528000"
4708,4708,"350,2692,2750,1310,205,1576","4.0,5.0,5.0,5.0,5.0,5.0","1424563200,1424563200,1424563200,1424563200,1470268800,1477180800"
275,275,"2911,3766,3434,4058,2429,3152,3479","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1418428800,1442966400,1445731200,1459382400,1462406400,1467417600,1468108800"
3848,3848,"1045,748,4296,2257,2120","5.0,5.0,5.0,3.0,5.0","1320105600,1388966400,1402358400,1468540800,1471132800"
5644,5644,"1465,295,1927,347,2499,1739","4.0,5.0,5.0,5.0,5.0,5.0","1468627200,1468627200,1468713600,1468713600,1468713600,1468886400"
7733,7733,"12,1886,110,1861,998","5.0,5.0,5.0,5.0,5.0","1359849600,1367020800,1417910400,1440547200,1440547200"
508,508,"3129,4034,3130,3691,3802","5.0,5.0,5.0,5.0,3.0","1514937600,1519603200,1519603200,1519603200,1519603200"
86,86,"4305,2744,2743,3300,3882","3.0,4.0,1.0,5.0,1.0","1393718400,1423094400,1423958400,1493078400,1496620800"
552,552,"2522,1443,2469,1358,2469","5.0,5.0,3.0,4.0,5.0","1387411200,1387411200,1416700800,1420243200,1440806400"
3951,3951,"605,1134,1173,1252,2461,344,2264,2451,8,1220,428,347,697,1728,1325","5.0,4.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1372809600,1385337600,1385337600,1386288000,1399939200,1405468800,1425340800,1437868800,1479600000,1500508800,1505952000,1507161600,1507161600,1521676800,1523923200"
2654,2654,"850,2021,1330,849,1609,1371,1497,883,1421,856,4115,882,1329,2183,1703,831,1775,1610,1776","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0","1416528000,1416528000,1416528000,1416528000,1416528000,1416528000,1416528000,1416528000,1416528000,1416528000,1416528000,1416528000,1416528000,1431907200,1431907200,1431907200,1441238400,1441238400,1441238400"
6233,6233,"3386,15,512,509,16","5.0,5.0,5.0,5.0,5.0","1510012800,1510099200,1510099200,1510099200,1510099200"
6529,6529,"1315,1175,2599,2941,4206,3718","5.0,3.0,5.0,5.0,4.0,5.0","1439510400,1439510400,1448064000,1448064000,1474070400,1525219200"
5578,5578,"734,205,2975,1339,1521","5.0,5.0,5.0,5.0,5.0","1446249600,1446249600,1481587200,1484870400,1505174400"
5700,5700,"3042,553,3143,2821,1315","5.0,5.0,5.0,5.0,5.0","1430956800,1447977600,1447977600,1447977600,1520294400"
2002,2002,"514,2010,959,1601,553,2191,3737,1931,1490","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1443571200,1443571200,1443571200,1443571200,1443571200,1443571200,1456272000,1456272000,1467936000"
3070,3070,"2124,313,964,1962,102,3327","5.0,3.0,4.0,5.0,4.0,4.0","1458691200,1470441600,1470441600,1470441600,1470441600,1470441600"
8350,8350,"143,1374,3471,180,932","4.0,5.0,5.0,1.0,5.0","1398384000,1405036800,1421539200,1438300800,1506384000"
2465,2465,"1436,2323,1146,3738,4051","5.0,5.0,5.0,5.0,5.0","1434412800,1436572800,1464134400,1475366400,1478131200"
6412,6412,"3213,2236,1949,3883,2010","5.0,5.0,5.0,5.0,5.0","1431388800,1435190400,1463356800,1465257600,1475452800"
644,644,"2168,2794,2919,4337,4296,2984","5.0,4.0,5.0,5.0,5.0,5.0","1493856000,1493856000,1493856000,1493856000,1493856000,1493856000"
1240,1240,"3613,3624,4370,4241,1089,784,4345","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1445040000,1445040000,1493596800,1505001600,1505001600,1505001600,1505001600"
2712,2712,"857,1259,2156,1618,512,509","5.0,5.0,4.0,5.0,5.0,5.0","1437264000,1440892800,1440892800,1440892800,1440892800,1440892800"
3019,3019,"1262,1263,1275,1273,1264","5.0,5.0,5.0,5.0,5.0","1511395200,1511395200,1511395200,1511395200,1511395200"
5407,5407,"2639,2442,321,291,818","5.0,4.0,5.0,5.0,5.0","1444348800,1501891200,1505606400,1505606400,1513555200"
7066,7066,"866,2703,644,2880,2762,1927","5.0,5.0,5.0,4.0,5.0,5.0","1459987200,1460073600,1460073600,1463011200,1463011200,1463011200"
1498,1498,"3058,3516,48,55,54,904,3055","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1461196800,1461196800,1461196800,1461196800,1461196800,1461196800,1461196800"
3325,3325,"2573,2769,2724,3221,3660,733,3781","5.0,5.0,5.0,5.0,4.0,5.0,3.0","1453248000,1453248000,1460851200,1465084800,1465084800,1469404800,1476921600"
1013,1013,"1389,502,505,3120,4273,3636","5.0,3.0,3.0,5.0,5.0,5.0","1365465600,1371945600,1371945600,1504915200,1512518400,1528934400"
2921,2921,"1543,1927,3336,2353,205,1422","3.0,5.0,4.0,5.0,5.0,5.0","1499472000,1499472000,1500854400,1501027200,1501027200,1502755200"
945,945,"2451,1861,3300,1565,3965,4367","5.0,5.0,2.0,5.0,5.0,5.0","1395619200,1407542400,1450137600,1452643200,1482105600,1482969600"
2659,2659,"205,3528,1267,982,3307,733,3775","5.0,5.0,5.0,4.0,4.0,5.0,3.0","1427587200,1463616000,1463616000,1468800000,1481587200,1484092800,1501372800"
1170,1170,"2808,4299,4370,3441,3357,4267,4170,4243,4093,4042,3353,4329,3459,4042","5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0","1485216000,1486339200,1487116800,1487808000,1487808000,1487808000,1487808000,1487808000,1488499200,1488672000,1488672000,1488672000,1488672000,1489449600"
878,878,"1568,220,747,1927,2853","5.0,5.0,5.0,5.0,5.0","1446249600,1446768000,1449619200,1449619200,1455926400"
4818,4818,"1908,1611,4048,346,1780,1669,4232,4276,2425","5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1383696000,1443830400,1506988800,1520553600,1520553600,1520553600,1520553600,1527120000,1527897600"
1195,1195,"1771,2381,984,949,3149","5.0,5.0,5.0,5.0,5.0","1497916800,1497916800,1522022400,1522022400,1522108800"
1781,1781,"2476,145,1,533,1413","4.0,5.0,5.0,3.0,5.0","1380499200,1433203200,1433203200,1433203200,1456272000"
1712,1712,"1139,577,3326,951,1052,2377,716,1881,1739","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1345248000,1406419200,1406419200,1406419200,1419552000,1426464000,1449014400,1469750400,1486944000"
2488,2488,"1336,2441,3706,4106,3348","5.0,5.0,5.0,5.0,5.0","1413849600,1446595200,1453161600,1458691200,1470700800"
485,485,"504,501,1708,140,249,1120,702,645","5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0","1388966400,1388966400,1406505600,1417392000,1431648000,1438214400,1454198400,1466035200"
5974,5974,"1914,2447,2832,2578,4317","4.0,5.0,5.0,5.0,5.0","1414800000,1420761600,1420761600,1420761600,1494806400"
1641,1641,"1979,1919,2483,2157,2083,274,3600","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1439510400,1439510400,1439510400,1439510400,1525046400,1525046400,1525046400"
2343,2343,"1979,1596,3083,1976,1977,3228,3147,3892","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1416268800,1456272000,1456272000,1462924800,1462924800,1462924800,1462924800,1472860800"
7802,7802,"1220,1494,1961,3482,557","3.0,5.0,4.0,5.0,4.0","1446163200,1461628800,1470441600,1476230400,1478822400"
3088,3088,"1260,2509,2554,1622,3293,4247,2630,1076","3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0","1430870400,1441497600,1458432000,1468713600,1471046400,1498176000,1515456000,1520380800"
239,239,"30,1470,386,1220,781,1794,1122,732,826,1783,456,394,66,906,539,2912","4.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0","1405036800,1414627200,1414627200,1414627200,1414627200,1414627200,1414627200,1414627200,1414886400,1414886400,1414886400,1414886400,1421366400,1422403200,1427760000,1469750400"
3733,3733,"2403,1977,2091,3544,1631","5.0,5.0,5.0,5.0,5.0","1446508800,1446508800,1446508800,1461542400,1466553600"
1998,1998,"2902,2896,2895,2898,3138","1.0,5.0,4.0,4.0,4.0","1425427200,1425513600,1425513600,1425513600,1425513600"
5417,5417,"3408,2162,321,291,175","5.0,1.0,5.0,5.0,1.0","1405036800,1454716800,1487721600,1487721600,1502928000"
6920,6920,"1072,2904,2903,3143,2899","5.0,5.0,5.0,3.0,5.0","1357430400,1441065600,1441324800,1441324800,1441670400"
3139,3139,"455,447,448,436,440,433,3177","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1440633600,1440633600,1440633600,1440633600,1440633600,1440633600,1526256000"
3360,3360,"2728,2595,364,2301,2303,3909,1977,3979,3307","4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0","1454284800,1454284800,1454284800,1454284800,1454284800,1468454400,1478476800,1478476800,1478476800"
4716,4716,"2821,4142,3594,4132,4331,4372,4374","5.0,5.0,4.0,4.0,4.0,5.0,5.0","1445212800,1459036800,1460419200,1460419200,1466380800,1468540800,1468540800"
1364,1364,"906,99,2384,567,1156","4.0,5.0,5.0,5.0,5.0","1320451200,1366761600,1415750400,1508198400,1508284800"
229,229,"2563,644,644,3286,1784","5.0,5.0,5.0,4.0,5.0","1390694400,1419984000,1423008000,1442534400,1461888000"
5781,5781,"217,3393,4018,3930,3264","4.0,4.0,5.0,4.0,1.0","1413936000,1453507200,1506384000,1512000000,1515024000"
7405,7405,"2112,3078,3040,3077,2448,2896","3.0,3.0,5.0,5.0,5.0,5.0","1401494400,1410134400,1410134400,1410134400,1440374400,1440374400"
8021,8021,"1670,1013,1707,205,11,130","4.0,5.0,5.0,5.0,5.0,5.0","1400025600,1419724800,1457654400,1457654400,1457654400,1467936000"
725,725,"2735,2377,2993,330,4088,34,1925","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1463011200,1467936000,1467936000,1499212800,1499212800,1499212800,1518912000"
464,464,"3049,4009,2181,3085,2388,3064,3429,4348,3177,3532,1669,1977,3907,2987,3211","5.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0","1432425600,1432425600,1435795200,1448755200,1448755200,1448755200,1459468800,1517443200,1517443200,1517443200,1522800000,1525392000,1530921600,1530921600,1530921600"
4985,4985,"2216,2700,2448,2944,3101","2.0,2.0,3.0,5.0,4.0","1413504000,1417996800,1417996800,1418083200,1419465600"
1038,1038,"137,30,1784,359,4251,142,1310,2310","5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0","1406160000,1417737600,1447113600,1455926400,1470787200,1491523200,1491523200,1531267200"
3013,3013,"2644,913,3213,2250,1629","5.0,5.0,5.0,5.0,5.0","1449014400,1449014400,1449014400,1456099200,1456099200"
724,724,"436,448,433,440,447,455","5.0,5.0,5.0,5.0,5.0,5.0","1383868800,1383868800,1383868800,1383868800,1383868800,1383868800"
1979,1979,"3409,2821,3132,3062,3523,3062,2774,2895,3987,3141,3142","1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0","1452470400,1453161600,1453161600,1453161600,1453420800,1453593600,1454025600,1455840000,1483660800,1484611200,1484611200"
7475,7475,"325,1568,1366,2860,1702,840,557,1776,832,1141,4007","5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0","1414022400,1414022400,1414022400,1414022400,1414022400,1414022400,1414022400,1414022400,1414022400,1414022400,1423872000"
1096,1096,"2923,3586,1814,4096,1174","5.0,5.0,5.0,5.0,5.0","1428796800,1483920000,1483920000,1495411200,1495411200"
5251,5251,"2495,3502,356,1149,2142,2348","5.0,5.0,4.0,5.0,5.0,5.0","1467936000,1467936000,1484092800,1484092800,1484092800,1484092800"
108,108,"2368,2941,2050,207,1634,1587,3282","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1423008000,1423008000,1436745600,1436745600,1436745600,1442534400,1530576000"
2903,2903,"1361,1563,1568,2205,1927,1635,474,2207","5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0","1396396800,1396396800,1406592000,1406592000,1406592000,1412035200,1412035200,1495324800"
7632,7632,"385,2955,2421,1388,365,1361,2898,3046,2905,2904,2901,3261,2894,2902","5.0,1.0,3.0,3.0,3.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0","1426636800,1426636800,1426636800,1426636800,1426636800,1426636800,1460332800,1460332800,1460332800,1460332800,1460332800,1460592000,1460592000,1460592000"
6333,6333,"2036,3146,2518,922,1064,1950,4079,2174,3316,3612,2894","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1483056000,1485302400,1486080000,1490832000,1490918400,1493164800,1496102400,1497052800,1517702400,1517788800,1518220800"
8385,8385,"3805,3194,3930,3062,2902,3812","5.0,4.0,5.0,5.0,1.0,5.0","1469059200,1480291200,1480291200,1480291200,1480291200,1480291200"
784,784,"1927,2136,531,93,2882","5.0,5.0,5.0,5.0,5.0","1480982400,1480982400,1480982400,1480982400,1480982400"
4229,4229,"3980,4252,4317,1927,3489,3488,4185","5.0,5.0,5.0,5.0,5.0,5.0,4.0","1480809600,1480809600,1483747200,1483747200,1523404800,1523404800,1523404800"
2757,2757,"2178,2117,3195,3239,305,252,3929,4053","3.0,1.0,3.0,2.0,3.0,3.0,5.0,3.0","1387411200,1389744000,1415318400,1415318400,1456531200,1456531200,1460332800,1468454400"
7112,7112,"1517,1390,4130,3967,1792","4.0,3.0,2.0,4.0,3.0","1357344000,1393632000,1459555200,1503446400,1526688000"
4544,4544,"2451,2333,3083,2403,2447,1106,1247","1.0,3.0,3.0,3.0,1.0,2.0,4.0","1385251200,1426550400,1447027200,1447286400,1448150400,1448841600,1490745600"
5577,5577,"2814,1183,169,1530,809","5.0,5.0,5.0,5.0,5.0","1458172800,1458172800,1463270400,1467849600,1473724800"
8185,8185,"87,1601,2713,3260,1186,2307,865,4130,1057,2866,2928,3348,4159,3966,3967","4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0","1297900800,1381536000,1416787200,1420502400,1447286400,1447718400,1450656000,1462665600,1462838400,1466640000,1468281600,1468454400,1493683200,1495324800,1496880000"
6041,6041,"1012,1446,553,307,603,3453,891","3.0,5.0,5.0,5.0,5.0,5.0,5.0","1265760000,1354147200,1402531200,1405728000,1405728000,1437091200,1437091200"
2530,2530,"904,18,223,3564,302,2366","4.0,5.0,5.0,5.0,5.0,5.0","1329782400,1445299200,1487203200,1513468800,1513468800,1513468800"
798,798,"852,1996,1702,825,4296,858,1568,1371,841,1952,831,4272","5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,1.0","1404259200,1404259200,1404259200,1404259200,1404259200,1404259200,1405296000,1405296000,1405296000,1405296000,1406592000,1480291200"
1973,1973,"1564,364,1440,208,1061,907,1242,1414","5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0","1441756800,1443225600,1465257600,1474416000,1484006400,1493337600,1501632000,1521158400"
6502,6502,"2216,2542,108,3332,3142,3141,2817,3458","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1368576000,1394668800,1402012800,1425168000,1429747200,1429747200,1434499200,1465344000"
583,583,"1986,2451,1331,2546,1907,1291","5.0,5.0,4.0,3.0,5.0,5.0","1347148800,1357430400,1364256000,1483833600,1491350400,1491350400"
4814,4814,"455,447,436,440,433,448","5.0,5.0,5.0,5.0,5.0,5.0","1421193600,1421193600,1421193600,1421193600,1421193600,1421193600"
2149,2149,"2604,3262,2646,3272,1970","4.0,4.0,4.0,4.0,4.0","1442793600,1447027200,1452470400,1494028800,1494028800"
2473,2473,"292,288,1470,2231,1646","5.0,5.0,5.0,4.0,5.0","1521331200,1521331200,1529193600,1529193600,1529193600"
2108,2108,"3203,2058,1937,3154,3633","5.0,5.0,5.0,5.0,5.0","1457568000,1457568000,1457568000,1457568000,1457568000"
4156,4156,"2417,843,3362,675,743,2734,3486,2743,3194,3092,2774","5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0","1467676800,1467676800,1467676800,1467676800,1467676800,1467676800,1467676800,1467676800,1471996800,1488067200,1488067200"
5449,5449,"2735,1562,3590,3679,3557,3341,2848,1163","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1475020800,1475020800,1475020800,1476403200,1476403200,1476403200,1476403200,1476403200"
6839,6839,"1771,840,1772,639,2931","5.0,5.0,4.0,2.0,5.0","1371168000,1406505600,1406505600,1406505600,1424476800"
7256,7256,"1942,157,518,1940,2468,866,3401","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1446249600,1446249600,1446249600,1446336000,1446336000,1446336000,1495411200"
1371,1371,"218,748,2665,2666,553,3230,497","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1403308800,1408752000,1429228800,1429228800,1429228800,1431475200,1442016000"
2526,2526,"2540,3547,2729,3039,2902,3188,3101,3596,2420,93","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1453248000,1453248000,1453248000,1453939200,1453939200,1453939200,1453939200,1453939200,1453939200,1453939200"
8318,8318,"1424,2649,2452,2451,776","3.0,2.0,1.0,2.0,2.0","1419811200,1430352000,1469318400,1484438400,1484438400"
1304,1304,"3188,3833,2896,3102,3591,3829,3793,3100,3461","5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0","1512172800,1512172800,1512172800,1512172800,1512172800,1512172800,1512172800,1512172800,1512172800"
4712,4712,"3771,1318,144,89,1294","5.0,5.0,5.0,5.0,2.0","1363219200,1363651200,1428451200,1428451200,1496966400"
4437,4437,"732,1500,3248,3939,3282","5.0,5.0,1.0,5.0,5.0","1377820800,1377820800,1488412800,1488931200,1488931200"
6524,6524,"268,114,113,3818,2258","5.0,5.0,5.0,5.0,5.0","1451001600,1451001600,1451001600,1484870400,1520208000"
6501,6501,"2038,1626,644,586,3629","5.0,5.0,5.0,5.0,5.0","1449273600,1449273600,1468800000,1468800000,1493337600"
1649,1649,"2203,51,97,407,173,3485","3.0,5.0,5.0,5.0,5.0,1.0","1444089600,1444089600,1444089600,1468800000,1469059200,1499212800"
252,252,"151,4082,4192,1105,2941","4.0,4.0,4.0,3.0,4.0","1455062400,1475712000,1475712000,1481673600,1492473600"
632,632,"2451,1563,4123,1927,4317,4371,2899,3620,3258,3133","5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0","1438646400,1470787200,1470787200,1490572800,1492819200,1492905600,1493942400,1494460800,1495670400,1495670400"
3398,3398,"1500,1454,18,17,3,3177,193,897,2860","5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0","1452902400,1452902400,1456185600,1456185600,1456185600,1456185600,1465084800,1465084800,1501113600"
6621,6621,"3782,453,460,3196,1884","5.0,5.0,5.0,5.0,5.0","1465257600,1474848000,1474848000,1474848000,1521676800"
460,460,"807,1361,1352,1835,2205,2151,3490,4100","5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0","1247529600,1343260800,1365292800,1393459200,1393459200,1432080000,1442448000,1461283200"
6900,6900,"163,509,1013,3322,151,985,137","3.0,5.0,5.0,5.0,5.0,5.0,5.0","1424131200,1435104000,1474934400,1477699200,1477699200,1477699200,1501545600"
2291,2291,"1322,2083,3203,3154,3808,845,207","2.0,5.0,4.0,4.0,4.0,5.0,5.0","1362182400,1405296000,1420329600,1437868800,1462752000,1469923200,1481846400"
6361,6361,"3140,866,3079,557,4263","5.0,5.0,5.0,5.0,5.0","1496793600,1496793600,1496793600,1506211200,1506211200"
3117,3117,"1147,522,1476,2302,2248,1500,42,4097,212","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1415404800,1427932800,1433721600,1433980800,1442534400,1483142400,1496448000,1515542400,1523836800"
2444,2444,"1688,1608,2936,401,391,2495,951,1338,2794,3707,2479,2473,2633","4.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,5.0,4.0,2.0,5.0,4.0","1393113600,1410912000,1421452800,1421452800,1421452800,1456185600,1457395200,1459728000,1462406400,1471305600,1477699200,1493424000,1507420800"
6182,6182,"684,811,1436,1476,3264,3807,4187","5.0,5.0,4.0,5.0,4.0,4.0,2.0","1390176000,1391472000,1391472000,1447459200,1468281600,1496620800,1529107200"
6513,6513,"406,1087,1669,1979,1546,1882,1977,1824,1631,1887,332,608,611","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1442966400,1442966400,1442966400,1443744000,1443744000,1443744000,1443744000,1460419200,1460678400,1460678400,1491264000,1519776000,1519776000"
3195,3195,"999,2238,2959,3139,3138,3142","4.0,5.0,4.0,4.0,5.0,5.0","1374278400,1418688000,1424390400,1424390400,1424390400,1463356800"
3292,3292,"2907,3715,3490,1186,3500,2340,4176,2039,2435","3.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0","1418083200,1441843200,1446076800,1446163200,1449446400,1449705600,1461456000,1468368000,1470096000"
2499,2499,"1601,1955,2838,217,2472","5.0,5.0,1.0,5.0,5.0","1460073600,1460073600,1483228800,1483228800,1512172800"
8314,8314,"3133,2821,4245,3101,3922","5.0,5.0,1.0,5.0,2.0","1526947200,1528243200,1528329600,1528329600,1528329600"
6977,6977,"365,1889,1288,720,241,1993,1735","5.0,4.0,5.0,5.0,5.0,4.0,5.0","1364688000,1374710400,1397692800,1397692800,1465344000,1465344000,1477440000"
741,741,"1147,1865,3455,2214,3836,35","5.0,5.0,3.0,5.0,5.0,5.0","1439683200,1467763200,1493164800,1495929600,1502582400,1504483200"
4050,4050,"1859,3735,1511,3890,3709,2600","5.0,5.0,5.0,5.0,5.0,5.0","1469491200,1469491200,1469491200,1469491200,1469491200,1469491200"
7069,7069,"3085,210,959,406,1225,416","5.0,5.0,5.0,5.0,2.0,5.0","1429401600,1429574400,1430006400,1430006400,1433289600,1434672000"
2492,2492,"54,1037,1993,1992,1991","5.0,5.0,5.0,5.0,5.0","1411516800,1451606400,1478131200,1478131200,1478131200"
8245,8245,"1601,3899,114,2398,904,1365,1911","5.0,3.0,5.0,5.0,5.0,3.0,4.0","1406160000,1464739200,1464739200,1464739200,1464739200,1468800000,1468886400"
3215,3215,"683,2910,3052,3919,3925,3414,4053,3700,3245,2001,186,4099,2646","4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0","1414713600,1418256000,1419984000,1448236800,1453334400,1456876800,1465689600,1479081600,1489276800,1497744000,1504569600,1511308800,1511395200"
1190,1190,"3368,518,3160,3041,1623,2518,701,753","1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1326326400,1467676800,1471564800,1471564800,1474243200,1474243200,1483401600,1483401600"
2718,2718,"2342,646,2138,191,3494","5.0,5.0,5.0,5.0,5.0","1429920000,1437696000,1444348800,1446249600,1446681600"
4379,4379,"2452,2430,3496,3897,4113,3083,2763,2018,3549,2331","5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1455667200,1455667200,1456099200,1456099200,1458086400,1458086400,1458086400,1458086400,1458086400,1458086400"
919,919,"1860,1058,1458,644,1317","5.0,5.0,5.0,5.0,5.0","1412726400,1476835200,1498780800,1499472000,1501027200"
6623,6623,"3556,1508,2821,3129,3134,3218","5.0,5.0,2.0,1.0,1.0,1.0","1445040000,1459382400,1495238400,1518652800,1521158400,1521158400"
446,446,"586,3130,3447,2895,3133","5.0,5.0,2.0,5.0,4.0","1363219200,1486512000,1502841600,1502841600,1502841600"
3064,3064,"2835,2436,2912,3336,3540","5.0,5.0,5.0,4.0,5.0","1438473600,1438473600,1450051200,1450051200,1483142400"
8302,8302,"489,747,775,821,1044,639","5.0,5.0,5.0,4.0,5.0,5.0","1352073600,1413072000,1423526400,1437523200,1445212800,1462924800"
1823,1823,"559,332,3262,3666,3734","4.0,4.0,5.0,4.0,4.0","1484870400,1484870400,1490313600,1497139200,1497139200"
7751,7751,"4133,2316,3913,2903,3557","5.0,1.0,2.0,2.0,2.0","1462406400,1476144000,1476489600,1478304000,1526256000"
7077,7077,"904,271,365,1778,548,885,164,1279,1280","4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0","1462838400,1462838400,1462838400,1462838400,1462838400,1468627200,1469404800,1469404800,1469404800"
7519,7519,"4169,4095,3219,4221,3530","4.0,5.0,4.0,4.0,4.0","1496707200,1496707200,1496707200,1496707200,1496707200"
4674,4674,"2055,2940,532,241,1220","5.0,5.0,5.0,5.0,5.0","1373155200,1438300800,1457136000,1488499200,1523577600"
625,625,"2447,2152,3883,2294,4011","5.0,5.0,5.0,5.0,5.0","1456617600,1456617600,1456790400,1459382400,1459382400"
1936,1936,"1226,181,1583,2468,2229","5.0,5.0,5.0,3.0,5.0","1425513600,1425513600,1448236800,1449532800,1503532800"
6487,6487,"2787,4214,2997,951,1585,3089,2934","5.0,4.0,4.0,5.0,4.0,4.0,4.0","1436572800,1485388800,1510444800,1510444800,1510444800,1510444800,1510444800"
6553,6553,"3277,3893,344,4211,1199,414","5.0,5.0,2.0,5.0,5.0,5.0","1468454400,1468454400,1482364800,1500336000,1509494400,1513209600"
8423,8423,"550,4239,4298,3306,2175","5.0,4.0,5.0,5.0,3.0","1443571200,1476057600,1476057600,1476057600,1476057600"
7027,7027,"1858,2860,3688,526,2994,4129,1669","5.0,5.0,5.0,5.0,5.0,5.0,5.0","1420675200,1420675200,1482969600,1482969600,1483056000,1483056000,1483056000"
7312,7312,"2848,4007,3177,1045,2377,1339","5.0,5.0,5.0,5.0,5.0,5.0","1414540800,1419811200,1419811200,1437350400,1437350400,1466553600"
1223,1223,"1461,3807,3552,2490,1421","4.0,3.0,5.0,5.0,5.0","1370908800,1517270400,1517788800,1517788800,1517875200"
1179,1179,"2593,2980,2444,3330,1992","2.0,2.0,4.0,3.0,2.0","1458518400,1460678400,1460851200,1468886400,1470268800"
5041,5041,"4021,2138,3417,612,609","4.0,4.0,4.0,4.0,4.0","1472169600,1473120000,1473120000,1476921600,1476921600"
3436,3436,"347,207,1718,4310,3930","5.0,5.0,5.0,5.0,5.0","1385510400,1385683200,1385942400,1497744000,1504828800"
2283,2283,"213,1022,1912,1568,613,2503","5.0,1.0,2.0,5.0,3.0,4.0","1328313600,1355097600,1393804800,1394755200,1408060800,1409788800"
6962,6962,"613,1136,1682,2734,925,943","5.0,5.0,5.0,5.0,5.0,5.0","1435104000,1435104000,1435104000,1484784000,1484784000,1484784000"
3629,3629,"3267,1146,2898,2891,1999,4370","3.0,5.0,5.0,5.0,5.0,1.0","1515456000,1515456000,1520812800,1520812800,1520812800,1520812800"
8291,8291,"26,266,4098,2156,2130,2632,1012,89","5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0","1403308800,1411776000,1416873600,1416873600,1416873600,1422748800,1431820800,1432080000"
5437,5437,"3407,3022,1343,4080,1926,2426","5.0,5.0,5.0,5.0,5.0,5.0","1453334400,1453334400,1453334400,1485561600,1485561600,1485561600"
4554,4554,"174,1501,866,3984,2120","5.0,5.0,5.0,4.0,4.0","1381536000,1393632000,1394323200,1464393600,1477958400"
543,543,"368,205,776,2451,719","5.0,5.0,5.0,5.0,5.0","1463616000,1486598400,1487980800,1487980800,1490486400"
